Date,Value,Customer_Profile,Product_Preference,Campaign_Success,Channel_Performance
2010-04-23,6.823245560287038,Medium,C,0,Ads
2010-04-24,32.705096446249115,Medium,B,1,Social Media
2010-04-25,8.43023236414634,High,A,0,Ads
2010-04-26,16.648648483900413,Medium,C,0,Email
2010-04-27,16.28740276648685,Medium,C,1,Email
2010-04-28,4.6201099221935245,High,C,1,Social Media
2010-04-29,13.00631497087291,Low,C,1,Social Media
2010-04-30,17.939217055309207,High,B,0,Email
2010-05-01,14.995794185230091,Medium,C,0,Email
2010-05-02,2.743499197922512,Low,A,0,Social Media
2010-05-03,18.548513660830086,Medium,A,1,Ads
2010-05-04,29.493878266257227,High,B,0,Social Media
2010-05-05,8.60824807831398,High,A,1,Ads
2010-05-06,12.225382805660319,High,C,0,Ads
2010-05-07,6.875600712882225,Medium,C,0,Social Media
2010-05-08,27.234022849225784,Medium,C,0,Email
2010-05-09,13.65628912166061,Medium,A,1,Ads
2010-05-10,10.364861453309004,Medium,C,1,Ads
2010-05-11,-0.7120388876751642,Low,A,0,Email
2010-05-12,14.2323854493914,High,A,0,Email
2010-05-13,4.611366106703634,Medium,A,0,Ads
2010-05-14,14.178535151292763,Medium,B,1,Social Media
2010-05-15,9.329235816477834,Low,B,0,Social Media
2010-05-16,23.114343026319773,High,C,1,Social Media
2010-05-17,21.43825740320895,High,A,0,Ads
2010-05-18,11.75602097089038,Low,C,0,Ads
2010-05-19,15.30407352618003,High,B,1,Ads
2010-05-20,-2.0719274858700754,Low,A,1,Social Media
2010-05-21,-7.860774196347185,High,A,0,Email
2010-05-22,10.804194315609916,Low,A,0,Social Media
2010-05-23,8.775459102917127,High,A,1,Email
2010-05-24,15.312952077629314,High,A,0,Ads
2010-05-25,35.30929428787363,Medium,B,0,Ads
2010-05-26,23.42774590419627,High,C,1,Social Media
2010-05-27,6.681037310630035,High,C,0,Email
2010-05-28,27.64016176101483,Medium,C,0,Social Media
2010-05-29,2.631695990642255,High,B,1,Email
2010-05-30,9.340441821390142,Low,B,0,Email
2010-05-31,10.778460530049284,Medium,B,0,Email
2010-06-01,26.109417854508152,Low,C,0,Ads
2010-06-02,-0.27728459360447477,High,A,1,Social Media
2010-06-03,-1.734071897297107,Medium,A,1,Ads
2010-06-04,6.245802899771274,High,B,1,Email
2010-06-05,2.4505999916490095,High,A,0,Ads
2010-06-06,22.86735957136883,High,A,1,Social Media
2010-06-07,3.306356416289063,Low,C,1,Email
2010-06-08,4.456134288460937,Low,C,1,Ads
2010-06-09,12.21178526155632,Medium,C,1,Social Media
2010-06-10,10.928864745426607,Low,A,0,Ads
2010-06-11,33.36888677678674,Low,B,1,Email
2010-06-12,21.071954851792782,Medium,C,0,Email
2010-06-13,9.968807089092348,Medium,C,0,Email
2010-06-14,-4.965627947640115,High,C,0,Ads
2010-06-15,15.09398141388929,High,B,1,Social Media
2010-06-16,-2.6502196332449124,Low,B,1,Social Media
2010-06-17,-6.239581992696545,Medium,B,1,Social Media
2010-06-18,23.604452068768335,Medium,A,0,Ads
2010-06-19,17.39781708362183,Medium,C,0,Email
2010-06-20,25.260968579964196,Medium,B,0,Email
2010-06-21,19.89724709312801,Low,B,1,Ads
2010-06-22,24.59591282649194,Low,C,1,Social Media
2010-06-23,7.680587701987106,Low,A,0,Email
2010-06-24,1.352188580678387,Low,B,1,Social Media
2010-06-25,16.026544896998498,Low,C,0,Email
2010-06-26,-0.6269040690732881,Medium,A,1,Social Media
2010-06-27,-0.12510599280543921,High,A,1,Ads
2010-06-28,2.9182162032644543,Medium,B,1,Email
2010-06-29,9.50566765730774,Low,B,0,Ads
2010-06-30,8.307368810283606,High,B,0,Social Media
2010-07-01,0.6015964923928525,Low,B,0,Social Media
2010-07-02,9.737754124883704,Low,A,0,Email
2010-07-03,-5.404078078085842,Low,C,1,Social Media
2010-07-04,22.39833697200516,Medium,A,0,Social Media
2010-07-05,-1.7124564963352533,Medium,A,0,Ads
2010-07-06,0.7676538382151072,Low,C,1,Social Media
2010-07-07,9.849556548518418,Medium,B,1,Email
2010-07-08,0.13002965958825907,High,B,1,Ads
2010-07-09,22.320579847817527,High,A,1,Social Media
2010-07-10,-5.333418760477329,High,C,1,Social Media
2010-07-11,12.124132823614605,Medium,A,0,Email
2010-07-12,11.577633499507474,Low,C,0,Social Media
2010-07-13,2.792891908041888,Low,C,0,Social Media
2010-07-14,21.528260850448973,Medium,C,1,Ads
2010-07-15,15.234471038171565,Low,A,0,Social Media
2010-07-16,23.982342027921334,High,B,1,Social Media
2010-07-17,22.660437053565193,High,A,0,Social Media
2010-07-18,33.56071697851252,Medium,A,1,Ads
2010-07-19,22.81049229585212,High,C,0,Social Media
2010-07-20,3.9523100143559087,Low,C,1,Ads
2010-07-21,4.616686201263475,Low,A,0,Email
2010-07-22,18.713357093848977,High,A,0,Email
2010-07-23,16.129010470422116,Medium,A,1,Social Media
2010-07-24,18.4949306818727,High,A,1,Ads
2010-07-25,-1.573017103160959,Low,C,0,Social Media
2010-07-26,16.173787373313452,Medium,A,1,Ads
2010-07-27,9.689604190360047,Medium,B,0,Email
2010-07-28,19.182094860682565,High,C,0,Social Media
2010-07-29,13.56116610222665,Medium,A,1,Email
2010-07-30,21.147016840307383,Medium,C,1,Ads
2010-07-31,12.734703003902036,High,B,1,Social Media
2010-08-01,15.625878505201179,High,B,1,Email
2010-08-02,2.466333067142175,High,C,1,Ads
2010-08-03,-1.6060889267138254,Medium,B,0,Email
2010-08-04,5.598626233170893,Low,B,0,Ads
2010-08-05,12.0465650003066,Low,C,1,Email
2010-08-06,18.510776144536667,Low,C,0,Ads
2010-08-07,39.131690776026154,Low,A,1,Ads
2010-08-08,16.767318723633725,High,C,1,Social Media
2010-08-09,6.94180952083366,Low,C,0,Email
2010-08-10,11.200125758004294,Medium,C,0,Social Media
2010-08-11,7.526138308306909,High,B,0,Social Media
2010-08-12,14.494644646213311,Medium,C,0,Email
2010-08-13,-7.526899049343022,Medium,B,0,Social Media
2010-08-14,7.883192008176641,Low,A,1,Email
2010-08-15,9.525053208251471,Medium,A,1,Social Media
2010-08-16,12.143684497045246,Medium,A,1,Email
2010-08-17,6.366762144960793,Low,A,0,Ads
2010-08-18,12.462755934141565,Low,A,1,Ads
2010-08-19,2.419543110142321,Medium,A,1,Social Media
2010-08-20,12.376666390255593,Medium,C,1,Ads
2010-08-21,11.191053722783607,High,A,1,Email
2010-08-22,18.937716526649186,Low,B,1,Email
2010-08-23,0.7171440548860524,Low,B,1,Social Media
2010-08-24,17.60912098912457,High,A,0,Social Media
2010-08-25,22.944390472277533,Low,C,0,Ads
2010-08-26,-13.32922817811166,High,A,1,Social Media
2010-08-27,12.344191030513246,Medium,A,1,Social Media
2010-08-28,16.71370642195528,High,C,0,Social Media
2010-08-29,6.088706251214335,High,A,1,Email
2010-08-30,10.991968523139736,High,A,0,Email
2010-08-31,15.452895633375524,Medium,C,0,Ads
2010-09-01,14.451929439326415,Medium,C,1,Ads
2010-09-02,13.64794605197994,High,B,1,Email
2010-09-03,-1.8655504164513879,High,B,0,Email
2010-09-04,23.919154363465395,High,B,1,Email
2010-09-05,20.71063696406184,Medium,C,1,Social Media
2010-09-06,-0.015621910541460338,Low,C,0,Social Media
2010-09-07,-7.173569225987513,Medium,A,0,Ads
2010-09-08,13.413870078766582,High,A,1,Ads
2010-09-09,4.30949927581489,Medium,B,1,Email
2010-09-10,14.005761787254816,Medium,B,1,Email
2010-09-11,11.89411492124649,Low,A,1,Email
2010-09-12,23.818636407044878,Low,C,0,Social Media
2010-09-13,24.4973007052141,Medium,B,1,Ads
2010-09-14,9.600507520260438,Medium,B,0,Social Media
2010-09-15,1.1781187105699757,Medium,B,0,Email
2010-09-16,-3.316674889755747,Low,A,1,Social Media
2010-09-17,16.135556915624342,Medium,B,0,Email
2010-09-18,-3.652094519720251,Low,A,0,Ads
2010-09-19,2.5425644632125417,High,A,0,Social Media
2010-09-20,2.3617002179788518,Medium,B,0,Social Media
2010-09-21,9.664459878142921,High,C,0,Email
2010-09-22,-6.653414283160059,Low,A,0,Email
2010-09-23,17.097896477182694,Low,A,0,Ads
2010-09-24,22.263704898997247,Low,C,0,Social Media
2010-09-25,18.553999200271353,Medium,B,1,Ads
2010-09-26,13.866023453935714,Medium,A,0,Social Media
2010-09-27,16.103029580821566,Medium,A,0,Ads
2010-09-28,16.62004293462998,Low,B,0,Ads
2010-09-29,-17.576851348599853,Medium,A,0,Ads
2010-09-30,27.914100240335102,Medium,B,0,Email
2010-10-01,11.631717161371737,Medium,A,1,Social Media
2010-10-02,1.9223757629622273,Low,B,1,Social Media
2010-10-03,6.403353919372779,High,A,1,Social Media
2010-10-04,17.76995514276205,Medium,A,1,Email
2010-10-05,14.171781524659105,Low,C,0,Email
2010-10-06,-3.160505976239083,High,B,1,Ads
2010-10-07,38.43467403046594,Low,C,1,Social Media
2010-10-08,15.98788076883388,Low,A,1,Email
2010-10-09,25.448023725929083,High,C,0,Social Media
2010-10-10,5.8259514229314595,Low,B,1,Email
2010-10-11,25.630160860560398,Medium,B,1,Email
2010-10-12,11.336894870153145,Medium,B,1,Ads
2010-10-13,13.939280181653956,Low,B,1,Social Media
2010-10-14,-1.8844493948203294,High,C,1,Email
2010-10-15,22.547096360920484,High,B,0,Ads
2010-10-16,19.85387258004986,Low,C,1,Social Media
2010-10-17,28.473992604557132,Medium,C,0,Social Media
2010-10-18,10.987005422084348,Low,A,1,Email
2010-10-19,13.09943934520792,Low,A,1,Email
2010-10-20,40.250854793085814,Medium,C,0,Social Media
2010-10-21,4.76340611030022,Low,C,0,Email
2010-10-22,11.503823345692444,Low,B,1,Ads
2010-10-23,21.752619058951723,Medium,C,1,Email
2010-10-24,9.569190206079707,Low,B,0,Email
2010-10-25,13.800438510935157,Medium,A,1,Social Media
2010-10-26,4.6952183486694175,Low,C,0,Email
2010-10-27,14.258959096764332,High,A,0,Social Media
2010-10-28,0.013575953006796482,High,B,0,Ads
2010-10-29,32.15954548607408,Low,A,1,Social Media
2010-10-30,16.207781159538058,Low,C,1,Ads
2010-10-31,11.227891628703901,High,A,1,Social Media
2010-11-01,23.99391741713942,Medium,B,1,Social Media
2010-11-02,10.873633231565645,Medium,A,0,Social Media
2010-11-03,-0.3623938794576773,Low,C,1,Ads
2010-11-04,-2.9661534967767036,Low,A,0,Social Media
2010-11-05,15.648156328435812,Low,C,0,Ads
2010-11-06,6.495229182519217,High,A,1,Email
2010-11-07,7.474319113458291,High,A,0,Ads
2010-11-08,21.45859599251462,High,B,1,Ads
2010-11-09,1.9337398874363512,Medium,B,1,Ads
2010-11-10,8.3941685282451,Low,A,1,Ads
2010-11-11,13.662162386130381,High,B,0,Email
2010-11-12,19.09315072663261,Medium,A,0,Email
2010-11-13,17.026769170611395,High,C,1,Email
2010-11-14,12.729224989762445,Medium,C,1,Email
2010-11-15,12.48079732734227,Medium,A,0,Ads
2010-11-16,9.545285941077287,Medium,C,1,Social Media
2010-11-17,1.6328669141256693,High,A,0,Email
2010-11-18,0.08109750307798258,High,C,1,Email
2010-11-19,11.678126049784819,High,B,0,Ads
2010-11-20,1.8947657764426875,Medium,B,1,Ads
2010-11-21,1.7515988554841648,Medium,A,0,Ads
2010-11-22,12.700729897589353,Low,B,0,Social Media
2010-11-23,16.055827457617283,High,A,1,Ads
2010-11-24,40.83682899718635,Low,B,1,Email
2010-11-25,10.519876318412445,Low,C,1,Email
2010-11-26,25.147969012925923,Medium,A,1,Email
2010-11-27,20.68581523694894,Low,C,1,Social Media
2010-11-28,-1.1537926896779336,Low,B,0,Email
2010-11-29,16.679928297886974,Low,B,1,Ads
2010-11-30,-3.5077132146408054,High,C,0,Email
2010-12-01,-17.53713045209902,High,A,0,Email
2010-12-02,16.989871481736063,Medium,C,0,Ads
2010-12-03,-4.110600948090797,Low,B,0,Email
2010-12-04,20.455702362746266,Medium,C,1,Email
2010-12-05,10.913924056786149,Low,A,0,Ads
2010-12-06,34.98505920281915,Medium,A,1,Ads
2010-12-07,28.370366770991428,High,C,0,Ads
2010-12-08,11.298767616730656,Medium,B,0,Email
2010-12-09,6.452426365335119,Low,A,1,Social Media
2010-12-10,-1.287797993567601,High,A,1,Ads
2010-12-11,4.656661651862738,High,A,1,Ads
2010-12-12,5.647606008136399,Medium,A,1,Email
2010-12-13,5.529287631556116,Low,C,1,Ads
2010-12-14,12.616475379623688,High,B,1,Social Media
2010-12-15,19.356673267733218,High,B,1,Social Media
2010-12-16,19.565606633284208,High,C,1,Email
2010-12-17,10.23412748298585,Low,A,0,Social Media
2010-12-18,4.1315917456162286,Medium,A,0,Email
2010-12-19,31.448983267750712,High,A,0,Social Media
2010-12-20,9.055396745287823,High,B,0,Email
2010-12-21,6.92473709234694,Medium,B,0,Social Media
2010-12-22,5.758403107083998,Low,A,0,Social Media
2010-12-23,-9.246316348538745,High,A,1,Email
2010-12-24,3.7914906662592225,High,A,0,Ads
2010-12-25,4.501297774640214,High,A,0,Social Media
2010-12-26,17.37578135502115,Low,C,0,Email
2010-12-27,20.679183149699895,Medium,A,1,Social Media
2010-12-28,16.229474254641683,Medium,C,0,Social Media
2010-12-29,27.315582423473522,High,C,1,Ads
2010-12-30,22.029109590374038,Medium,C,1,Email
2010-12-31,17.76523398827283,Low,C,0,Email
2011-01-01,17.67643225392671,High,B,0,Ads
2011-01-02,11.658008808554472,Medium,A,0,Email
2011-01-03,7.139122301252208,High,C,1,Social Media
2011-01-04,6.6255366902391035,Medium,C,1,Ads
2011-01-05,-2.5888108873827065,Low,B,0,Ads
2011-01-06,12.22390749813157,High,C,1,Ads
2011-01-07,1.3637247618186912,Low,C,1,Ads
2011-01-08,22.234077630328365,High,A,1,Email
2011-01-09,13.819881843294631,Medium,A,0,Email
2011-01-10,18.613578730899654,Medium,A,1,Email
2011-01-11,23.6877788099414,High,C,1,Social Media
2011-01-12,24.47358838181809,Medium,C,0,Social Media
2011-01-13,0.4781775104676047,High,A,1,Ads
2011-01-14,11.612377673236917,Medium,B,0,Ads
2011-01-15,20.00672879371873,High,C,1,Social Media
2011-01-16,-7.559691500481044,Low,A,1,Ads
2011-01-17,12.68418087586837,High,C,0,Email
2011-01-18,-13.014515628442842,High,A,0,Social Media
2011-01-19,1.192655888043479,High,A,0,Ads
2011-01-20,14.327223800502463,High,B,1,Ads
2011-01-21,-0.1299821175539826,High,C,0,Social Media
2011-01-22,8.385050040814143,Medium,B,0,Social Media
2011-01-23,4.151010293331375,High,B,1,Email
2011-01-24,34.64017999011391,Medium,C,0,Email
2011-01-25,17.94394922432,High,A,0,Ads
2011-01-26,19.471187942988575,Medium,A,1,Ads
2011-01-27,9.095511919978241,High,C,0,Social Media
2011-01-28,6.005545570043227,High,B,1,Ads
2011-01-29,-7.2332900960694815,Low,A,0,Email
2011-01-30,6.744390948431118,High,A,0,Social Media
2011-01-31,3.92556661223815,Medium,B,1,Social Media
2011-02-01,22.64331077783526,Medium,B,0,Social Media
2011-02-02,27.97088781157727,Low,A,1,Social Media
2011-02-03,33.02747134724402,High,C,0,Social Media
2011-02-04,27.514827109504704,High,B,0,Social Media
2011-02-05,12.290676546258624,Medium,B,1,Email
2011-02-06,5.259960930360636,Low,B,1,Email
2011-02-07,21.581787750815437,Medium,C,1,Social Media
2011-02-08,15.002515374027805,High,B,1,Ads
2011-02-09,-8.027023355671977,Low,C,1,Ads
2011-02-10,12.60634736029924,Low,C,1,Ads
2011-02-11,17.929602400197197,Medium,B,0,Social Media
2011-02-12,12.252509979708705,Medium,C,0,Social Media
2011-02-13,12.336688036692165,Low,C,0,Email
2011-02-14,8.606083485686773,Medium,A,1,Social Media
2011-02-15,4.017862239706577,Medium,A,0,Email
2011-02-16,27.112232581333064,Low,C,0,Social Media
2011-02-17,15.304455026464726,High,B,0,Email
2011-02-18,14.201522344005973,Medium,B,1,Email
2011-02-19,31.359238615016267,Low,C,1,Email
2011-02-20,18.40192356508973,Medium,C,0,Ads
2011-02-21,13.485110987699645,Low,C,0,Ads
2011-02-22,10.59222710102629,High,C,1,Email
2011-02-23,25.105994070820532,Low,C,1,Ads
2011-02-24,28.981913470088323,Medium,C,1,Social Media
2011-02-25,23.605429031276707,High,A,0,Email
2011-02-26,22.627512469130217,Medium,A,1,Social Media
2011-02-27,-2.341298163488588,Low,B,1,Email
2011-02-28,20.466415629449834,Low,A,1,Email
2011-03-01,17.21291180282421,Medium,C,0,Email
2011-03-02,17.592978472824694,Low,B,1,Email
2011-03-03,23.579358473308766,High,B,0,Email
2011-03-04,-15.722532854126289,Medium,B,1,Ads
2011-03-05,4.202241994881344,Low,C,0,Social Media
2011-03-06,11.99073418869891,High,C,1,Social Media
2011-03-07,5.3592329782715975,High,A,0,Ads
2011-03-08,-2.260273477893737,High,B,1,Social Media
2011-03-09,23.123165911726772,High,A,1,Email
2011-03-10,19.696682782304077,Low,A,1,Social Media
2011-03-11,9.015208426157905,Low,A,1,Social Media
2011-03-12,22.49730995762365,Low,C,1,Email
2011-03-13,26.848218648368423,High,C,0,Email
2011-03-14,16.82362891262414,Low,A,0,Social Media
2011-03-15,22.27141653269068,Medium,C,0,Email
2011-03-16,12.574167915796348,Medium,A,1,Email
2011-03-17,6.061575989234859,Medium,A,0,Social Media
2011-03-18,-2.1824309607529706,High,B,0,Email
2011-03-19,9.290025431867644,High,C,1,Email
2011-03-20,13.97448523958936,High,C,1,Email
2011-03-21,23.315011740250895,Low,C,1,Ads
2011-03-22,15.899585181993253,High,C,1,Ads
2011-03-23,23.421930043043833,Low,A,0,Email
2011-03-24,9.822957226675303,High,C,0,Email
2011-03-25,10.92444846587848,Low,C,1,Ads
2011-03-26,15.784064782246995,Low,B,0,Social Media
2011-03-27,3.8363548021064666,High,B,1,Email
2011-03-28,20.11137291003597,Low,B,0,Email
2011-03-29,14.763674127256188,Medium,A,0,Ads
2011-03-30,12.322817384914798,Medium,B,1,Ads
2011-03-31,13.66002070303129,High,A,1,Email
2011-04-01,32.36476062697451,Low,C,1,Ads
2011-04-02,9.991195280429478,Medium,B,1,Ads
2011-04-03,-4.841057871846182,Medium,B,0,Social Media
2011-04-04,20.962294067635696,High,A,0,Ads
2011-04-05,19.082979432168283,Low,C,0,Email
2011-04-06,13.693926409152175,High,A,0,Ads
2011-04-07,7.216913555125705,Low,C,1,Email
2011-04-08,10.107615214030087,Low,C,0,Email
2011-04-09,13.839608228835665,High,C,1,Ads
2011-04-10,5.222710578627934,Low,C,1,Social Media
2011-04-11,33.77648404793206,High,C,0,Email
2011-04-12,0.7875836696864731,Low,A,0,Ads
2011-04-13,4.345921484188117,High,A,1,Email
2011-04-14,-8.083210251467062,Low,A,1,Email
2011-04-15,19.810893221880086,Medium,C,0,Email
2011-04-16,-1.0732577944781916,Low,A,1,Social Media
2011-04-17,14.314404012066879,Low,C,1,Email
2011-04-18,16.230786613217926,Medium,B,0,Ads
2011-04-19,10.025185920843139,Low,B,1,Ads
2011-04-20,32.005108244450824,Low,B,0,Ads
2011-04-21,22.087498277998748,Low,C,1,Email
2011-04-22,23.56075483233813,Medium,C,0,Social Media
2011-04-23,0.9478485522300986,Medium,A,1,Social Media
2011-04-24,21.800217851521847,Low,B,0,Ads
2011-04-25,17.359875618897092,High,A,1,Ads
2011-04-26,22.640202575647862,High,A,1,Email
2011-04-27,27.71313041915022,Medium,B,1,Social Media
2011-04-28,10.124690675194458,Medium,C,1,Email
2011-04-29,15.585707666344646,Medium,C,0,Ads
2011-04-30,27.731825511786447,Medium,A,1,Ads
2011-05-01,-9.31647286434848,High,C,1,Ads
2011-05-02,29.866533382491646,Medium,B,1,Social Media
2011-05-03,17.792206464482767,High,B,1,Social Media
2011-05-04,10.030856680868558,Low,A,1,Ads
2011-05-05,12.09720475423551,Low,A,1,Ads
2011-05-06,0.3365757782100314,Medium,B,1,Ads
2011-05-07,9.023204497724079,High,A,0,Email
2011-05-08,26.052139361664487,Low,A,0,Email
2011-05-09,30.52165388433646,Medium,C,0,Social Media
2011-05-10,46.296076577510306,Low,C,0,Social Media
2011-05-11,19.20956876994707,Medium,A,1,Ads
2011-05-12,12.638707485888501,Medium,B,1,Ads
2011-05-13,12.21462994866988,High,B,1,Social Media
2011-05-14,4.669704940979496,High,B,0,Social Media
2011-05-15,11.599670750996903,High,B,1,Email
2011-05-16,14.433732540214725,High,B,1,Social Media
2011-05-17,9.669798823947163,Low,A,1,Ads
2011-05-18,21.7210501567995,Low,A,1,Social Media
2011-05-19,10.303253061202367,Medium,C,0,Email
2011-05-20,11.69794229419696,High,C,0,Ads
2011-05-21,11.851440391258304,High,C,1,Social Media
2011-05-22,3.1290019718502293,Medium,C,1,Social Media
2011-05-23,4.391067772641803,Medium,C,0,Social Media
2011-05-24,7.551027919404103,Low,A,1,Email
2011-05-25,30.488500925056268,Low,B,1,Ads
2011-05-26,23.91959761132616,Low,B,1,Ads
2011-05-27,26.245192493827147,Medium,C,1,Social Media
2011-05-28,-2.5971946181669825,High,B,0,Email
2011-05-29,-9.55392986235432,High,B,1,Ads
2011-05-30,4.278673270912486,Low,B,0,Ads
2011-05-31,14.526374480425508,Low,B,1,Email
2011-06-01,20.282504355902304,Low,C,0,Ads
2011-06-02,28.26653668630717,High,A,1,Social Media
2011-06-03,22.419653389227246,High,C,1,Social Media
2011-06-04,37.61536043163788,Medium,B,0,Email
2011-06-05,17.23491880519439,Low,B,0,Email
2011-06-06,8.460677687089937,Medium,C,1,Email
2011-06-07,-1.7283160312235353,Low,A,1,Email
2011-06-08,3.723172800985573,High,A,0,Ads
2011-06-09,13.264616960971738,High,B,1,Ads
2011-06-10,1.365211841812087,High,A,1,Ads
2011-06-11,20.368317562339094,High,A,0,Ads
2011-06-12,27.014236821351478,Low,C,1,Social Media
2011-06-13,-8.277114711180872,High,B,1,Ads
2011-06-14,26.55002706528856,High,B,0,Social Media
2011-06-15,-2.697676194454388,Low,C,0,Social Media
